ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,SUPERAMENTOBARRIEREARCH,ACCESSORAMPE,SCALENORMA,ASCENSOREDISABILI,PIATTAFORMAELEVATRICE,SERVIZIIGIENICIDISABILI,PORTELARGHEZZADISABILI,PERCORSIINTERNIDISABILI,PERCORSIESTERNIDISABILI,ALTRIACCORGIMENTIDISABILI
201718,TAMM86701X,0730220268,SI,SI,SI,NO,NO,SI,SI,SI,NO,MONTASCALE A RUOTA
201718,KRMM818017,1010140939,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,APRC004016,1090360331,SI,SI,NO,SI,NO,SI,NO,SI,SI,-
201718,TOAA85403P,0012930001,SI,NO,SI,SI,NO,SI,SI,NO,NO,-
201718,TEAA83807C,0670410154,NO,-,-,-,-,-,-,-,-,-
201718,PAAA8AU02N,0820534516,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,CZAA86403X,0791600242,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,PRIC825008,0340270076,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,NARH01000V,0630490820,NO,-,-,-,-,-,-,-,-,-
201718,LOTD010003,0980313720,SI,NO,SI,NO,NO,SI,SI,SI,SI,-
201718,BRAA82601V,0740110103,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,MCMM820037,0430570755,SI,SI,SI,SI,NO,SI,SI,SI,SI,MANIGLIONI
201718,LTEE809019,0590241737,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,MIMM01900D,0151463331,NO,-,-,-,-,-,-,-,-,-
201718,VTMM81702D,0560230525,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,SAEE8AB05X,0651160093,SI,SI,SI,NO,NO,SI,NO,NO,NO,-
201718,BSAA89101D,0171860001,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,RCAA84203T,0800631102,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,BSIC858001,0170650556,SI,NO,NO,SI,NO,NO,NO,NO,NO,-
201718,CEPS01401G,0610272100,NO,-,-,-,-,-,-,-,-,-
201718,CETD12050X,0610190570,NO,-,-,-,-,-,-,-,-,-
201718,BSMM893019,0171250829,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,SAAA8BU02T,0650780852,SI,SI,NO,NO,SI,NO,NO,NO,NO,-
201718,PICT702004,0500390201,SI,SI,NO,SI,SI,SI,SI,NO,NO,-
201718,NAAA8C804B,0630490609,NO,-,-,-,-,-,-,-,-,-
201718,BAEE80802D,0720110499,NO,-,-,-,-,-,-,-,-,-
201718,LCEE82604P,0970421806,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,FRAA843032,0600260099,NO,-,-,-,-,-,-,-,-,-
201718,VEMM84401E,0270423495,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,FREE831031,0600250397,SI,NO,NO,NO,SI,SI,SI,SI,NO,-
201718,BGAA80703E,0160240005,NO,-,-,-,-,-,-,-,-,-
201718,SIAA805037,0520330008,SI,SI,NO,NO,NO,NO,SI,SI,NO,-
201718,TOEE091096,0010660008,NO,-,-,-,-,-,-,-,-,-
201718,BOAA86401E,0370600311,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,BAIC85000R,0720110392,SI,SI,NO,SI,NO,NO,NO,NO,NO,-
201718,PZTD02851V,0760480516,SI,SI,NO,SI,NO,SI,SI,SI,NO,-
201718,TOMM81901D,0012720301,SI,SI,SI,SI,SI,SI,SI,SI,SI,servoscala presente nella parte di Corso Marconi
201718,APAA840035,1090060157,SI,NO,SI,NO,NO,NO,SI,NO,NO,-
201718,SOIC82000G,0140610181,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,PVIC82900R,0181100083,SI,SI,SI,SI,SI,SI,SI,SI,NO,-
201718,TOAA899038,0011470001,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,BAEE17702T,0720460283,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,NUAA876039,0910510106,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,IMEE813019,0080550248,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,PAEE09500E,0820791776,SI,NO,SI,SI,NO,SI,SI,NO,NO,-
201718,GEAA824024,0100250025,NO,-,-,-,-,-,-,-,-,-
201718,CTEE04701N,0870091219,SI,NO,NO,SI,SI,SI,SI,SI,SI,-
201718,MIAA8EF018,0150362470,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,TEAA83604N,0670350120,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PREE01601L,0340270386,SI,NO,SI,NO,NO,SI,SI,SI,SI,-
201718,SSAA805011,0900540112,SI,NO,NO,NO,NO,SI,SI,SI,SI,-
201718,AVTD00951C,0640250011,NO,-,-,-,-,-,-,-,-,-
201718,COIC840002,0131470316,SI,SI,SI,SI,NO,SI,NO,SI,SI,-
201718,ANIC83300C,0420450386,SI,SI,SI,SI,NO,SI,NO,SI,NO,-
201718,TSAA80702P,0320060048,SI,NO,NO,SI,NO,NO,NO,NO,NO,-
201718,PIEE824049,0500110401,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,VEAA809024,0270331503,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,AGEE85101V,0840291075,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CZAA839048,0790170854,SI,SI,NO,SI,NO,NO,NO,NO,NO,-
201718,PDTD04000D,0280324157,SI,SI,SI,SI,NO,NO,NO,NO,NO,-
201718,VIEE88903E,0240863351,SI,SI,NO,SI,NO,SI,NO,NO,NO,-
201718,GEAA809022,0100250031,SI,SI,NO,SI,NO,NO,NO,NO,NO,-
201718,CEAA8AG019,0610810001,NO,-,-,-,-,-,-,-,-,-
201718,MEMM81604T,0830283485,NO,-,-,-,-,-,-,-,-,-
201718,MCEE80902C,0430070490,SI,SI,SI,NO,NO,NO,NO,SI,SI,-
201718,MCEE83701G,0430150146,SI,NO,NO,SI,NO,SI,NO,NO,NO,-
201718,PCEE81204E,0330240150,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,VIPC04000X,0240124242,SI,SI,SI,NO,NO,SI,SI,NO,SI,-
201718,SAAA8BE07V,0650891735,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,BNMM83702P,0620270643,SI,NO,SI,NO,NO,SI,SI,SI,NO,-
201718,BSEE88801V,0170480058,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,PGEE06000L,0540520581,SI,SI,SI,NO,SI,SI,NO,NO,NO,-
201718,APIC82900B,0440070252,SI,SI,SI,SI,NO,SI,NO,NO,NO,-
201718,BOPM030005,0370060396,SI,NO,SI,NO,NO,SI,SI,SI,NO,-
201718,CAAA823038,1110540313,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,MOAA829026,0360401962,NO,-,-,-,-,-,-,-,-,-
201718,RMAA8EB01D,0580910027,SI,SI,SI,SI,NO,SI,NO,SI,SI,-
201718,PZMM87402V,0760350001,NO,-,-,-,-,-,-,-,-,-
201718,BNAA862038,0620010732,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,SAIC8BF00G,0651270002,NO,-,-,-,-,-,-,-,-,-
201718,BRIS006001,0740031787,SI,NO,SI,NO,NO,SI,SI,SI,NO,-
201718,RMPC14000N,0580913271,SI,SI,NO,SI,NO,NO,SI,SI,SI,-
201718,RMIS10600X,0580471719,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,AVAA80702V,0641200811,NO,-,-,-,-,-,-,-,-,-
201718,BAPS06201N,0720060772,SI,NO,NO,NO,NO,NO,SI,NO,NO,-
201718,RNMM81401R,0990130387,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,NAEE185011,0630790011,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,CTEE067042,0870332159,NO,-,-,-,-,-,-,-,-,-
201718,BGEE83802A,0160620270,SI,SI,SI,NO,SI,SI,NO,SI,SI,-
201718,RMIC8DE00D,0580390192,SI,SI,NO,SI,NO,NO,NO,NO,NO,-
201718,SAMM8BQ018,0650980002,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,NOAA82703V,0031060031,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,CTEE89101P,0870372890,NO,-,-,-,-,-,-,-,-,-
201718,TOTD067018,0012720255,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,SRAA829023,0890174971,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,VCMM81502A,0021160004,NO,-,-,-,-,-,-,-,-,-
201718,PARI03601C,0820534804,SI,NO,SI,SI,NO,SI,NO,NO,NO,-
201718,TAIC810003,0730160259,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,SSEE805049,0900850712,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,VAEE866034,0120260129,SI,NO,SI,NO,SI,NO,NO,NO,NO,-
201718,RCEE809019,0800630253,NO,-,-,-,-,-,-,-,-,-
201718,CZMM82301Q,0790610190,NO,-,-,-,-,-,-,-,-,-
201718,NAAA8FP05C,0630060978,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,MEMM82402P,0830473592,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CHAA817023,0690020193,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,PATL011015,0820784793,SI,NO,SI,NO,NO,NO,SI,SI,SI,-
201718,PITF00801V,0500260307,NO,-,-,-,-,-,-,-,-,-
201718,VEEE82202Q,0270312304,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,PGRI033012,0540390642,NO,-,-,-,-,-,-,-,-,-
201718,VIMM89001G,0241022892,SI,SI,SI,NO,NO,SI,SI,NO,SI,-
201718,REEE844041,0350300255,NO,-,-,-,-,-,-,-,-,-
201718,CNPC030005,0042030012,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,VAEE87703E,0120700190,SI,NO,SI,NO,SI,NO,SI,NO,NO,-
201718,LCTD00101G,0970480589,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,PTEE81502B,0470160004,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,VEMM868013,0270231620,SI,SI,SI,NO,NO,NO,NO,NO,NO,-
201718,CNAA811016,0041510001,SI,NO,SI,SI,SI,NO,SI,SI,SI,-
201718,BSAA84501Q,0171140741,SI,NO,NO,NO,NO,NO,SI,SI,SI,-
201718,BOPS01701P,0370540460,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CTIS044007,0870041268,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,PREE07504G,0340140121,SI,NO,NO,SI,NO,NO,NO,NO,NO,-
201718,FEIC80900X,0380080170,SI,SI,NO,SI,NO,NO,SI,NO,NO,-
201718,COEE80208L,0131930001,NO,-,-,-,-,-,-,-,-,-
201718,BGEE891016,0161040427,SI,NO,SI,NO,NO,SI,SI,NO,NO,-
201718,MNEE819035,0200292162,SI,SI,NO,NO,NO,NO,SI,NO,SI,-
201718,FIIS00900B,0480410015,SI,NO,NO,SI,NO,SI,NO,SI,NO,-
201718,FGAA82301N,0710140317,SI,SI,NO,NO,NO,NO,SI,NO,SI,-
201718,AGEE84705B,0840274823,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,SAEE86201R,0650720005,NO,-,-,-,-,-,-,-,-,-
201718,ANAA835022,0420500162,NO,-,-,-,-,-,-,-,-,-
201718,MERC01601R,0830493186,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,TRRI030005,0550320221,NO,-,-,-,-,-,-,-,-,-
201718,RMEE8BR016,0581153536,SI,SI,NO,NO,NO,NO,SI,SI,NO,-
201718,RMEE8A602L,0581140536,SI,SI,NO,SI,NO,SI,NO,SI,SI,-
201718,CTMM8A201L,0870062609,NO,-,-,-,-,-,-,-,-,-
201718,MIEE8B101E,1080071601,SI,SI,NO,NO,NO,NO,NO,SI,SI,-
201718,TRAA815015,0550130039,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,CTRA01101X,0870062445,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CSAA88901A,0780810619,NO,-,-,-,-,-,-,-,-,-
201718,PAMM8AX018,0820533375,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,FRRI026015,0600430590,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,SRAA82101B,0890094194,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,CHEE81901V,0690980038,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,PAAA811015,0820044794,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CAIC84400A,0921080766,SI,SI,SI,SI,NO,SI,NO,SI,SI,-
201718,MCMM83002R,0430280219,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,RMAA8FF01B,0580910074,NO,-,-,-,-,-,-,-,-,-
201718,CLAA82402P,0850031414,SI,NO,NO,NO,NO,SI,SI,NO,NO,-
201718,CBTD003015,0700110369,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,PGPS003011,0540270613,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CAMM87803L,1110870716,SI,NO,NO,SI,NO,SI,SI,NO,NO,-
201718,LTEE85701P,0590070323,SI,NO,NO,NO,NO,SI,NO,NO,NO,-
201718,CLMM831011,0850074787,SI,SI,SI,SI,NO,NO,NO,NO,NO,-
201718,LEMM817022,0750400507,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,MIMM8F101X,0151461070,SI,SI,NO,SI,NO,NO,SI,NO,NO,-
201718,LIEE091018,0490171006,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,BGIC812003,0160240113,SI,SI,NO,SI,SI,SI,SI,SI,NO,-
201718,ROIC823007,0290452606,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,RMPS49000C,0580911450,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,RETA00901C,0350330348,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,MEAA8AD02X,0830483175,NO,-,-,-,-,-,-,-,-,-
201718,SIMM828023,0520250001,SI,SI,NO,SI,SI,SI,SI,SI,SI,-
201718,PEEE830016,0680280020,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,PZAA89102C,0760800694,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,RMMM80102T,0580620999,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,AREE83601T,0510020020,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,BREE825018,0740110203,SI,NO,SI,NO,SI,SI,SI,SI,SI,-
201718,IMAA81105L,0080310307,NO,-,-,-,-,-,-,-,-,-
201718,VREE815039,0230383208,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,BSEE84102P,0171330579,SI,NO,SI,SI,SI,SI,SI,NO,NO,-
201718,MIIC8AQ005,0150771210,SI,SI,NO,SI,SI,SI,SI,NO,NO,-
201718,BAAA833032,0720470492,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,PZCT70800P,0760630366,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,TOEE831026,0012480004,SI,NO,SI,NO,SI,SI,NO,NO,NO,-
201718,BAEE889015,0720060769,NO,-,-,-,-,-,-,-,-,-
201718,FRTA00801Q,0600380936,NO,-,-,-,-,-,-,-,-,-
201718,CSIS06900C,0780450746,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,AOEE004010,0070032000,SI,NO,NO,NO,SI,NO,NO,NO,NO,-
201718,VAEE85902X,0120260804,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,CTCT71400G,0870050675,SI,NO,SI,NO,NO,NO,SI,NO,NO,-
201718,CZAA87201R,0790030388,SI,SI,NO,NO,NO,NO,NO,SI,SI,-
201718,PRAA81002C,0340460189,SI,NO,NO,SI,NO,SI,SI,SI,SI,-
201718,CSMM89201A,0780250098,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,PAIC82800N,0820011889,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,RMMM8AX017,0580031158,NO,-,-,-,-,-,-,-,-,-
201718,CAEE87803N,1110870197,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,LCEE802046,0970151683,SI,SI,NO,SI,NO,NO,SI,NO,NO,-
201718,VAMM86202P,0121360283,SI,NO,SI,SI,SI,SI,SI,SI,SI,-
201718,MITD05301A,1080500007,NO,-,-,-,-,-,-,-,-,-
201718,CTMM814018,0870032486,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,RGEE81007G,0880062739,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,SAPS06000L,0651160580,NO,-,-,-,-,-,-,-,-,-
201718,PTEE82703P,0470170006,SI,SI,SI,NO,NO,SI,SI,SI,NO,maniglioni
201718,BOTF001017,0370620846,SI,NO,SI,NO,NO,SI,SI,SI,SI,-
201718,LUEE83502A,0460075039,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,FIAA82203L,0480440003,SI,NO,NO,NO,NO,NO,SI,NO,NO,-
201718,GOEE81302B,0310070020,SI,SI,SI,NO,NO,SI,SI,SI,NO,-
201718,RMEE84603D,0580910034,NO,-,-,-,-,-,-,-,-,-
201718,FEEE82001R,0380060016,NO,-,-,-,-,-,-,-,-,-
201718,CSAA814044,0781150956,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,FRIC83300C,0600440493,SI,SI,SI,NO,NO,SI,NO,NO,NO,-
201718,ANEE848029,0420450309,NO,-,-,-,-,-,-,-,-,-
201718,BIAA808033,0960350005,SI,NO,NO,NO,NO,NO,SI,SI,SI,-
201718,RMEE8F101D,0580910423,SI,SI,SI,SI,NO,NO,SI,SI,SI,-
201718,NOMM80901B,0030490005,NO,-,-,-,-,-,-,-,-,-
201718,CTTD02301C,0870152373,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BLSL01250D,0250063991,SI,SI,SI,NO,NO,SI,SI,SI,NO,-
201718,AGEE83304C,0840211120,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SPMM802022,0110280162,SI,NO,NO,NO,NO,SI,NO,NO,NO,-
201718,CSAA86106Q,0780190472,NO,-,-,-,-,-,-,-,-,-
201718,CAEE825046,1110490368,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,PGEE04112R,0540290469,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,TVEE87205X,0260863633,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,CBEE823012,0700060500,SI,NO,NO,NO,NO,SI,SI,SI,NO,-
201718,PAIC812004,0820304056,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BNEE852051,0620290004,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,RMAA8DX023,0581161036,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,RIRA00602D,0570160173,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,CRAA81306V,0190960043,NO,-,-,-,-,-,-,-,-,-
201718,CNEE81206C,0042450003,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,LTTD02301X,0590090228,SI,SI,SI,NO,NO,SI,SI,SI,NO,-
201718,LERI01701Q,0750160656,SI,SI,SI,NO,NO,NO,NO,SI,SI,-
201718,LOMM80402C,0980281173,SI,NO,NO,NO,NO,SI,NO,SI,SI,-
201718,RMMM855015,0580910935,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,PSEE81203T,0410200574,SI,SI,SI,NO,SI,SI,NO,SI,SI,-
201718,RMAA8G5016,0580910298,SI,SI,SI,NO,NO,NO,SI,NO,SI,-
201718,PSAA82003G,0410150041,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,LEEE85501R,0750760304,NO,-,-,-,-,-,-,-,-,-
201718,CLAA81103N,0850073501,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,ARMM81401X,0510350001,NO,-,-,-,-,-,-,-,-,-
201718,BGMM83101D,0160430002,SI,NO,NO,NO,NO,SI,SI,NO,NO,-
201718,FITA00701G,0480170382,SI,SI,NO,SI,NO,SI,NO,NO,NO,-
201718,PDEE85602R,0280481806,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,SPEE81405C,0110150060,SI,NO,SI,SI,NO,SI,NO,NO,NO,-
201718,MNAA82801L,0200302621,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,NAEE8BX013,0630491610,NO,-,-,-,-,-,-,-,-,-
201718,VIIS021008,0240144065,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,AQIS01400C,0660060357,SI,SI,SI,NO,NO,SI,SI,NO,SI,-
201718,FOEE805017,0400130213,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,MIIC8A800L,0150271168,SI,SI,SI,NO,SI,SI,NO,NO,NO,-
201718,TOEE8A303N,0012920014,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BAEE12204Q,0720270177,SI,SI,NO,SI,NO,SI,NO,NO,NO,-
201718,CSEE88503A,0780290487,NO,-,-,-,-,-,-,-,-,-
201718,TOMM12102C,0012460003,SI,NO,NO,NO,NO,SI,SI,SI,SI,-
201718,SOAA80505E,0140180001,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,NAIS04100B,0630830017,NO,-,-,-,-,-,-,-,-,-
201718,CTTD04902N,0870182933,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,ALEE83502L,0061580002,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
201718,UDEE849024,0300270009,SI,SI,SI,NO,NO,NO,SI,SI,NO,-
201718,TOEE80403V,0012000001,SI,NO,NO,NO,SI,SI,SI,SI,SI,-
201718,FGEE82001B,0710060575,NO,-,-,-,-,-,-,-,-,-
201718,CHEE03602P,0690430635,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,CSIS028006,0780400972,NO,-,-,-,-,-,-,-,-,-
201718,CAAA8AC02L,1110990195,SI,SI,SI,NO,SI,SI,NO,NO,NO,-
201718,VTAA813033,0560110065,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,FIEE81501L,0480490002,SI,SI,SI,NO,NO,NO,NO,SI,NO,-
201718,CTAA048018,0870090788,SI,SI,SI,SI,NO,SI,NO,SI,SI,-
201718,MIAA88402D,0150150328,NO,-,-,-,-,-,-,-,-,-
201718,AREE822021,0510040005,SI,SI,NO,NO,NO,SI,SI,NO,SI,-
201718,AGAA812013,0840023122,SI,SI,SI,NO,NO,NO,SI,SI,NO,-
201718,TPPM004018,0810142476,SI,NO,NO,NO,NO,SI,SI,SI,NO,-
201718,RCIC85700L,0800630244,NO,-,-,-,-,-,-,-,-,-
201718,TEMM84501D,0670410308,NO,-,-,-,-,-,-,-,-,-
201718,PTMM82801B,0470140706,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,PNEE81201C,0930270005,SI,SI,SI,SI,SI,SI,NO,NO,NO,-
201718,BRAA818054,0740020914,NO,-,-,-,-,-,-,-,-,-
201718,PSIC83500A,0410070146,SI,SI,NO,SI,NO,SI,SI,SI,SI,CORRIMANO
201718,PZAA83301B,0760450055,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,BOEE072061,0370200191,SI,SI,SI,NO,NO,SI,SI,SI,NO,-
201718,KRAA81902X,1010110528,SI,SI,NO,NO,NO,NO,SI,SI,NO,-
201718,MOIC80400X,0360030276,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,VRMM85501L,0230254237,SI,NO,SI,SI,SI,NO,NO,NO,NO,-
201718,VRAA845052,0230331100,SI,SI,SI,NO,NO,NO,NO,NO,NO,-
201718,LTIC854005,0590140233,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,MCMM821011,0430310220,SI,SI,NO,NO,NO,SI,NO,NO,SI,-
201718,BGIC8AB003,0160910540,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
201718,RMEE8G301Q,0580910546,NO,-,-,-,-,-,-,-,-,-
201718,BLIC81900C,0250481159,SI,NO,SI,NO,SI,SI,SI,NO,NO,-
201718,NAAA87902G,0630171520,NO,-,-,-,-,-,-,-,-,-
201718,RMEE892048,0581040852,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,BGMM883016,0162180614,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SSMM805037,0900850713,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,CHPS01701Q,0690350415,SI,SI,SI,SI,NO,SI,NO,NO,NO,-
201718,BLEE81401B,0250362583,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,CRRA00203L,0190670450,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,NOEE81101C,0030190001,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,MIMM857018,1080301293,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BGAA808018,0160240003,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,TOAA81601T,0012720323,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CSEE829043,0780640623,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,SOIC81900B,0140610179,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,RMRI080512,0580471542,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,NAMM820017,0630491666,NO,-,-,-,-,-,-,-,-,-
201718,TVCT709003,0260921475,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,OREE81403P,0950430082,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,COIC80700A,0131650503,SI,NO,NO,NO,NO,SI,SI,NO,NO,-
201718,PAEE88804E,0820732664,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,TOSD02000L,0012720321,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,NUPS090017,0910090390,NO,-,-,-,-,-,-,-,-,-
201718,VTEE82401L,0560050000,SI,SI,NO,NO,SI,SI,SI,NO,NO,-
201718,AGMM805025,0840393426,NO,-,-,-,-,-,-,-,-,-
201718,CEEE808061,0610220029,NO,-,-,-,-,-,-,-,-,-
201718,TREE820041,0550220162,SI,SI,NO,NO,NO,SI,NO,SI,NO,-
201718,SAEE8BP03G,0650450002,NO,-,-,-,-,-,-,-,-,-
201718,PRPS010004,0340270386,SI,NO,SI,NO,NO,SI,SI,SI,SI,-
201718,LCMM82601E,0970422389,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CEMM856025,0610790001,NO,-,-,-,-,-,-,-,-,-
201718,AVAA85101X,0640281206,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,VIEE849056,0240933345,SI,NO,SI,NO,NO,NO,SI,NO,NO,-
201718,MEEE819028,0831053478,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,NAIC839007,0630070007,NO,-,-,-,-,-,-,-,-,-
201718,ANEE82901V,0420210269,SI,SI,SI,NO,NO,SI,NO,SI,SI,-
201718,RNTD00201X,0990110473,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,PZEE87602G,0760400214,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,MTMM81701R,0770180001,NO,-,-,-,-,-,-,-,-,-
201718,TOEE858037,0012570005,NO,-,-,-,-,-,-,-,-,-
201718,MITF098016,1080151543,SI,NO,SI,NO,SI,SI,SI,SI,SI,-
201718,RNAA816029,0990141026,NO,-,-,-,-,-,-,-,-,-
201718,RIEE82103E,0570590008,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,RMEE8D503N,0581110882,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
